DATE,PAYMENT_TYPE,STAFF_GROUP_ORDER,STAFF_GROUP,AFC_BAND,GRADE_STEP,AMOUNT,SAMPLE_SIZE
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,1,9304.22,370
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,2,9711.57,358
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,3,9710.1,353
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,4,9746.76,208
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,5,9662.6,134
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,6,11038.32,1070
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,All grade steps,10225.44,2494
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,1,11155.94,316
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,2,11650.17,298
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,3,11815.91,250
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,4,11706.5,134
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,5,12741.4,81
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,6,13062.31,934
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,All grade steps,12291.58,2022
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Non AfC band,Unknown,13150.11,2732
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,All AfC bands,All grade steps,6867.07,27501
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 3,All grade steps,3196.93,14
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 4,1,2942.41,12
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 4,7,3214.45,10
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 4,All grade steps,3025.84,30
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,1,3088.21,29
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,2,3356.09,15
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,3,3511.71,10
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,8,3625.91,24
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,All grade steps,3459.61,94
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,1,3970.47,77
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,2,4302.01,60
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,3,4217.81,48
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,4,4326.29,22
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,5,4363.81,16
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,6,5068.66,19
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,7,5241.87,10
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,8,4479.54,10
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,9,4310.7,82
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,All grade steps,4297.37,344
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,1,4876.76,333
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,2,5112.21,325
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,3,5229.03,249
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,4,5314.38,193
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,5,5195.41,140
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,6,5688.79,90
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,7,5430.56,63
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,8,5529.36,50
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,9,5564.79,545
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,All grade steps,5283.65,1988
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,1,5667.09,1945
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,2,5892.62,1872
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,3,5899.29,1784
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,4,5861.46,1155
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,5,5829.12,655
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,6,6434.55,4766
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,All grade steps,6066.18,12173
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,1,6686.84,1175
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,2,6855.06,1169
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,3,6987.13,1144
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,4,6861.98,708
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,5,6920.0,417
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,6,7786.08,3036
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,All grade steps,7222.69,7649
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,1,7922.55,558
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,2,8204.63,532
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,3,8310.15,463
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,4,8289.66,310
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,5,8190.72,184
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,6,9188.94,1377
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,All grade steps,8578.24,3423
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,1,9164.57,178
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,2,9646.65,159
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,3,9892.94,141
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,4,9941.43,92
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,5,10117.67,52
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,6,11063.42,476
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,All grade steps,10271.19,1098
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,1,11405.64,42
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,2,11531.72,26
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,3,11908.61,29
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,4,11295.97,19
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,5,11663.14,11
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,6,13064.49,160
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,All grade steps,12395.29,287
2024-10-31,PUBGRP_020_EARNINGS,10,Managers,Non AfC band,Unknown,7228.38,430
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,All AfC bands,All grade steps,3651.31,122111
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 1,2,1842.59,20
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 1,All grade steps,1843.62,21
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,1,2073.47,1716
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,2,2251.98,1222
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,3,2183.63,817
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,4,2109.08,435
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,5,2090.36,349
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,6,2048.6,414
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,7,2001.29,3794
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,All grade steps,2079.09,8752
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,1,2330.79,3891
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,2,2449.91,3570
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,3,2558.31,2855
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,4,2500.55,1531
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,5,2545.71,1021
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,6,2481.63,902
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,7,2361.74,7143
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,All grade steps,2422.31,20913
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,1,2716.85,4801
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,2,2833.95,4031
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,3,2811.32,3383
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,4,3011.97,1881
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,5,3018.23,1253
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,6,3010.23,1124
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,7,2878.97,7692
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,All grade steps,2853.68,24166
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,1,3161.04,3992
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,2,3280.23,3868
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,3,3461.72,3262
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,4,3482.45,2063
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,5,3895.23,1544
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,6,3927.41,1222
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,7,3931.31,749
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,8,3789.04,6878
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,All grade steps,3546.48,23574
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,1,3953.88,3119
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,2,4113.59,3063
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,3,4287.62,2779
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,4,4282.13,1707
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,5,4303.4,1102
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,6,4814.6,1048
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,7,4853.36,672
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,8,4763.44,573
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,9,4668.88,5406
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,All grade steps,4374.88,19472
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,1,4873.16,2799
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,2,5103.23,2882
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,3,5300.26,2654
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,4,5330.38,1800
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,5,5249.03,1086
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,6,5661.85,1036
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,7,5753.61,674
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,8,5732.26,496
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,9,5555.56,5184
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 7,All grade steps,5325.19,18610
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,1,5691.43,650
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,2,5861.38,614
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,3,5927.27,556
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,4,5950.91,337
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,5,5869.6,182
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,6,6358.05,1412
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8a,All grade steps,6037.1,3751
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,1,6521.45,213
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,2,6881.53,192
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,3,6838.9,190
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,4,6843.46,110
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,5,6575.32,55
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,6,7755.07,507
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8b,All grade steps,7144.98,1268
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,1,8342.94,67
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,2,8401.7,62
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,3,8332.51,51
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,4,8224.84,28
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,5,7967.5,31
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,6,9278.23,146
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8c,All grade steps,8666.88,385
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8d,1,8808.64,16
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8d,2,9195.64,19
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8d,3,8925.95,15
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8d,6,10691.26,47
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 8d,All grade steps,9871.23,109
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 9,1,9554.96,11
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 9,6,12925.19,19
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Band 9,All grade steps,11711.82,52
2024-10-31,PUBGRP_020_EARNINGS,11,Central functions,Non AfC band,Unknown,2518.5,1346
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",All AfC bands,All grade steps,2589.56,81617
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 1,1,1990.92,22
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 1,2,1865.18,2103
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 1,All grade steps,1866.48,2125
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,1,1949.31,7275
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,2,2273.1,7512
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,3,2238.04,5158
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,4,2259.97,3006
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,5,2312.69,3128
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,6,2225.32,11596
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,7,2314.21,15130
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 2,All grade steps,2232.75,52692
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,1,2624.14,1455
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,2,2754.64,1437
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,3,2901.53,1223
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,4,2924.0,675
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,5,2940.66,549
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,6,2903.45,367
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,7,2867.89,3903
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 3,All grade steps,2828.76,9610
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,1,3143.36,767
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,2,3244.27,534
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,3,3228.82,449
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,4,3495.01,271
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,5,3464.88,223
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,6,3562.75,181
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,7,3521.42,1662
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 4,All grade steps,3378.46,4090
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,1,3499.62,480
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,2,3735.58,478
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,3,3952.67,339
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,4,3940.12,241
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,5,4518.61,235
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,6,4669.75,201
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,7,4514.07,139
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,8,4498.19,1361
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 5,All grade steps,4176.49,3473
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,1,4274.21,302
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,2,4499.92,271
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,3,4580.09,237
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,4,4719.46,165
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,5,4683.58,123
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,6,5100.35,110
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,7,5436.83,77
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,8,5213.42,68
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,9,5098.99,601
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 6,All grade steps,4784.67,1954
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,1,5199.4,218
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,2,5335.13,222
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,3,5643.45,173
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,4,5644.2,115
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,5,5561.32,88
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,6,5894.05,86
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,7,6175.87,74
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,8,6851.7,41
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,9,5882.29,500
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 7,All grade steps,5685.42,1517
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,1,5937.84,45
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,2,6037.36,34
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,3,6312.06,32
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,4,5984.01,22
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,6,6557.34,89
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8a,All grade steps,6274.61,231
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8b,2,7116.69,10
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8b,6,8056.92,30
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8b,All grade steps,7718.22,59
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Band 8c,All grade steps,8861.62,21
2024-10-31,PUBGRP_020_EARNINGS,12,"Hotel, property & estates",Non AfC band,Unknown,2352.63,5998
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,All AfC bands,All grade steps,3160.19,383
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 2,All grade steps,2356.21,12
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 3,1,2669.29,63
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 3,2,2631.23,28
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 3,3,2535.38,14
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 3,7,2766.05,68
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 3,All grade steps,2686.64,190
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 4,1,2721.01,29
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 4,7,2814.57,11
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 4,All grade steps,2767.18,52
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 6,All grade steps,3852.22,13
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 7,All grade steps,4622.77,10
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 8d,6,3141.12,22
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 8d,All grade steps,3047.11,27
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 9,6,6174.71,19
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Band 9,All grade steps,6328.71,26
2024-10-31,PUBGRP_020_EARNINGS,13,Unknown classification,Non AfC band,Unknown,2608.78,40
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,All AfC bands,All grade steps,3009.86,1370242
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 1,1,1540.74,32
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 1,2,1422.0,2383
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 1,All grade steps,1423.58,2415
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,1,1838.88,34350
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,2,1902.57,28515
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,3,1856.22,19040
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,4,1821.79,10332
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,5,1812.13,8570
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,6,1754.39,18508
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,7,1746.32,65509
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,All grade steps,1809.39,184598
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 2,Unknown,1410.1,19
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,1,1998.41,42677
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,2,2021.16,39124
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,3,2155.92,30484
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,4,2104.6,17536
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,5,2070.66,11137
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,6,2033.35,8821
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,7,1947.72,78163
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,All grade steps,2020.62,227777
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 3,Unknown,1809.51,14
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,1,2235.5,27258
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,2,2211.45,20861
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,3,2200.63,16767
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,4,2354.86,9995
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,5,2333.03,6434
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,6,2313.57,5900
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,7,2211.54,46399
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,All grade steps,2237.32,133555
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 4,Unknown,1991.58,14
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,1,2667.82,55948
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,2,2770.95,50737
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,3,2942.04,32232
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,4,2917.35,23418
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,5,3187.96,14751
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,6,3224.84,13358
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,7,3114.24,8337
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,8,2802.52,79988
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,All grade steps,2846.63,278665
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 5,Unknown,2024.45,13
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,1,3265.66,40342
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,2,3255.42,37196
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,3,3378.46,30379
