DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 5,136.44932,151
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 6,106.9933,132
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 7,48.50666,57
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8a,3.74667,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 5,75.56933,85
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 6,28.15866,35
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 7,23.02986,26
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 8a,9.68,11
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 8b,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),002_Modern Matron,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),004_Nurse Manager,Band 7,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),004_Nurse Manager,Band 8a,0.8,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 5,14.64666,19
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 6,17.81866,23
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 7,10.17332,12
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 5,38.87333,44
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 6,31.56051,44
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 7,11.10667,14
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 8a,7.45334,8
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 8b,3.8,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,002_Modern Matron,Band 8a,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 5,38.81336,52
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 6,0.74667,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 7,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 8a,0.66667,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,009_Nurses - other training,003_Maternity Services,017_Post 1st Level Registration Nurse Learner,Band 5,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 5,43.14667,50
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 6,261.08505,348
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 7,80.20665,99
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8a,8.4,9
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8c,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8d,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 9,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,007_Advanced Paramedic,Band 7,2.6,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,007_Advanced Paramedic,Band 8a,3.30667,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,008_Specialist Practitioner,Band 6,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,008_Specialist Practitioner,Band 7,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,008_Specialist Practitioner,Band 8a,0.69333,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,004_Patient Transport Service,007_Advanced Paramedic,Band 8b,0.76667,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,004_Patient Transport Service,009_Paramedic,Band 6,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,005_Education,008_Specialist Practitioner,Band 6,0.7,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,001_Consultant Therapist/Scientist,Band 9,0.46667,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 7,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,002_AHP Manager,Band 8a,4.45333,5
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,002_AHP Manager,Band 8c,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 5,10.0,10
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 6,15.85333,21
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 7,27.01333,33
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 8a,2.4,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 5,17.4,18
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 6,39.58,44
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 7,30.59334,35
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 8a,6.7,7
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,002_AHP Manager,Band 8a,0.96,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 5,0.8,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 6,10.44,14
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 7,0.88,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,001_Consultant Therapist/Scientist,Band 8b,1.21333,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 8c,1.88,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 9,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,004_Therapist,Band 5,42.53333,43
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,004_Therapist,Band 6,69.06667,76
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,004_Therapist,Band 7,76.04001,86
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,004_Therapist,Band 8a,26.50001,31
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),001_Consultant Therapist/Scientist,Band 8b,4.8,5
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),001_Consultant Therapist/Scientist,Band 8c,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),002_AHP Manager,Band 8a,7.90667,8
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),002_AHP Manager,Band 8b,1.4,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),002_AHP Manager,Band 8c,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),004_Therapist,Band 5,96.08,98
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),004_Therapist,Band 6,153.2868,171
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),004_Therapist,Band 7,76.64668,90
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,007_Radiography (diagnostic),004_Therapist,Band 8a,7.90667,8
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),001_Consultant Therapist/Scientist,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),001_Consultant Therapist/Scientist,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),002_AHP Manager,Band 8b,0.8,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),004_Therapist,Band 5,10.0,10
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),004_Therapist,Band 6,21.96,25
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),004_Therapist,Band 7,11.64,16
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),004_Therapist,Band 8a,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,008_Radiography (therapeutic),004_Therapist,Band 8b,0.90667,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,011_Speech & Language Therapy,002_AHP Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,011_Speech & Language Therapy,004_Therapist,Band 5,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,011_Speech & Language Therapy,004_Therapist,Band 6,7.2,9
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,011_Speech & Language Therapy,004_Therapist,Band 7,6.6,8
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,011_Speech & Language Therapy,004_Therapist,Band 8a,2.50667,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,012_Operating Theatres,004_Therapist,Band 8a,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,012_Operating Theatres,007_Technician,Band 5,105.9547,122
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,012_Operating Theatres,007_Technician,Band 6,44.34001,48
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,012_Operating Theatres,007_Technician,Band 7,17.61333,19
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,012_Operating Theatres,007_Technician,Band 8a,0.8,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,001_Consultant Therapist/Scientist,Band 8b,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,001_Consultant Therapist/Scientist,Band 8c,0.77333,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,003_Other ST&T Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,003_Other ST&T Manager,Band 8b,1.0,1
