DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,"002_Hotel, Property & Estates",002_Manager,Band 8c,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,"003_Scientific, Therapeutic & Technical Support",002_Manager,Band 8a,1.25333,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,004_Clinical Support,002_Manager,Band 8a,10.6,11
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,004_Clinical Support,002_Manager,Band 8b,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,004_Clinical Support,002_Manager,Band 8c,1.4,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 2,21.14666,30
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 3,115.06665,140
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 4,86.78,98
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 5,112.28748,122
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 6,76.24001,82
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 7,51.22667,53
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,040_Central functions,041_Clerical & administrative,001_Central Functions,003_Clerical & Administrative,Band 8a,4.29333,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",043_Healthcare assistants & support workers,"002_Hotel, Property & Estates",102_Support Worker,Band 2,294.54491,377
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",043_Healthcare assistants & support workers,"002_Hotel, Property & Estates",102_Support Worker,Band 3,89.57759,112
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",043_Healthcare assistants & support workers,"002_Hotel, Property & Estates",102_Support Worker,Band 4,6.8,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",043_Healthcare assistants & support workers,"002_Hotel, Property & Estates",102_Support Worker,Band 5,4.6,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 2,5.22667,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 3,6.38,10
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 4,4.22667,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 5,7.6,9
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 6,3.08,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",044_Clerical & administrative,"002_Hotel, Property & Estates",003_Clerical & Administrative,Band 7,6.36,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 3,6.0,6
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 4,7.0,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 5,35.2,36
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 6,25.0,25
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 7,11.0,11
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,"042_Hotel, property & estates",045_Estates (maintenance & works),"002_Hotel, Property & Estates",004_Estates (Maintenance & Works),Band 8a,2.6,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,001_Nurse Consultant,Band 8a,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,001_Nurse Consultant,Band 8b,2.85333,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,002_Modern Matron,Band 8a,13.53333,14
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 7,25.53334,28
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8a,11.96667,13
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8b,9.7,10
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8c,0.6,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8d,2.0,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 9,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Non AfC Grade,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 5,643.98654,718
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 6,251.82229,278
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 7,123.96666,140
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8a,41.98934,47
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8b,1.7,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,004_Nurse Manager,Band 7,18.00201,19
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,004_Nurse Manager,Band 8a,3.0,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,004_Nurse Manager,Band 9,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,015_Other 1st Level Nurse,Band 5,2.2,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,015_Other 1st Level Nurse,Band 7,3.05333,4
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,004_Nurse Manager,Band 7,2.76,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,004_Nurse Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,004_Nurse Manager,Band 8c,1.0,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,005_Children's Nurse,Band 7,0.92,1
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 5,1.50667,2
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 6,17.96,24
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 7,8.62668,10
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 8a,3.0,3
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,002_Modern Matron,Band 8a,6.8,7
2025-10-31,Organisation,Y62,North West,QOP,Greater Manchester,RMC,Bolton NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 7,0.8,1
