DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,SPECIALTY_GROUP,SPECIALTY,STAFF_GROUP_1,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Acute internal medicine,HCHS doctors - Core Training,Core Training,38.5875,39
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Acute internal medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,11.8,12
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Acute internal medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Acute internal medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Acute internal medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,15.6625,16
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Consultant,Consultant,20.6045,23
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Core Training,Core Training,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.89375,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Cardiology,HCHS doctors - Specialty Registrar,Specialty Registrar,14.0,14
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Clinical neurophysiology,HCHS doctors - Consultant,Consultant,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Clinical neurophysiology,HCHS doctors - Specialty Registrar,Specialty Registrar,0.8,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Dermatology,HCHS doctors - Consultant,Consultant,3.0,3
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Dermatology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Dermatology,HCHS doctors - Specialty Doctor,Specialty Doctor,5.8,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Dermatology,HCHS doctors - Specialty Registrar,Specialty Registrar,0.6,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Associate Specialist,Associate Specialist,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Consultant,Consultant,12.0,12
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Core Training,Core Training,10.0,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Specialty Registrar,Specialty Registrar,5.325,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Consultant,Consultant,11.675,13
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Core Training,Core Training,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Other HCHS Doctor Grades,Other HCHS Doctor Grades,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Gastro-enterology,HCHS doctors - Specialty Registrar,Specialty Registrar,6.36875,7
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Consultant,Consultant,21.9062,23
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Core Training,Core Training,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,7.8,8
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.84375,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,16.4572,17
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General (internal) medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,5.83125,7
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,General practice (GP) 6 month training,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Associate Specialist,Associate Specialist,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Consultant,Consultant,13.0,13
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Core Training,Core Training,32.8625,35
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,5.2105,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Geriatric medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,10.65625,11
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Infectious diseases,HCHS doctors - Consultant,Consultant,2.7565,3
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Infectious diseases,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Infectious diseases,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Infectious diseases,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Infectious diseases,HCHS doctors - Specialty Registrar,Specialty Registrar,1.91875,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Neurology,HCHS doctors - Consultant,Consultant,14.661,15
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Neurology,HCHS doctors - Core Training,Core Training,9.0,9
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Neurology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Neurology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Neurology,HCHS doctors - Specialty Registrar,Specialty Registrar,7.8875,8
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Other specialties,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Palliative medicine,HCHS doctors - Consultant,Consultant,3.5932,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Palliative medicine,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Palliative medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Palliative medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Rehabilitation medicine,HCHS doctors - Core Training,Core Training,0.725,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Rehabilitation medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Consultant,Consultant,11.7197,12
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Core Training,Core Training,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,2.1,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Renal medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,9.94375,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Consultant,Consultant,19.1125,20
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Core Training,Core Training,16.95,18
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,5.725,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,10.0,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Rheumatology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,General medicine group,Rheumatology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Consultant,Consultant,29.0273,30
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Core Training,Core Training,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.8625,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Registrar,Specialty Registrar,39.28125,41
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Associate Specialist,Associate Specialist,0.4,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Consultant,Consultant,40.6517,43
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Core Training,Core Training,7.90625,8
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Doctor,Specialty Doctor,4.6025,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Registrar,Specialty Registrar,38.50625,41
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Chemical pathology,HCHS doctors - Consultant,Consultant,0.2062,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Forensic histopathology,HCHS doctors - Consultant,Consultant,1.175,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Associate Specialist,Associate Specialist,5.0,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Consultant,Consultant,10.0,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Specialty Doctor,Specialty Doctor,5.9875,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Haematology,HCHS doctors - Specialty Registrar,Specialty Registrar,3.5375,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Histopathology,HCHS doctors - Consultant,Consultant,20.7731,23
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Histopathology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,0.8,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Histopathology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Histopathology,HCHS doctors - Specialty Doctor,Specialty Doctor,1.8,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Histopathology,HCHS doctors - Specialty Registrar,Specialty Registrar,5.6,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Immunology,HCHS doctors - Consultant,Consultant,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Immunology,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Associate Specialist,Associate Specialist,3.0,3
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Consultant,Consultant,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Specialty Doctor,Specialty Doctor,3.0,3
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,10.0,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,4.0,4
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Public health medicine and Community health service group,Public health medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Consultant,Consultant,56.5584,60
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Core Training,Core Training,4.8,5
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Specialty Doctor,Specialty Doctor,0.8,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Specialty Registrar,Specialty Registrar,39.1625,40
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Radiology group,Nuclear medicine,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Consultant,Consultant,10.0,10
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Core Training,Core Training,7.0,7
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,6.0,6
2025-10-31,Organisation,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
